,GeoFIPS,GeoName,Earnings by place of work,Employee and self-employed contributions for government social insurance,Employer contributions for employee pension and insurance funds 8,Employer contributions for government social insurance,Equals: Net earnings by place of residence,Farm income 2,Farm proprietors' income,Less: Contributions for government social insurance 5,Nonfarm personal income 1,Nonfarm proprietors' income,Per capita personal income (dollars) 4,Personal income (thousands of dollars),Plus: Adjustment for residence 6,"Plus: Dividends, interest, and rent 7",Plus: Personal current transfer receipts,Population (persons) 3,Proprietors employment,Proprietors' income 9,Supplements to wages and salaries,Total employment,Wage and salary employment,Wages and salaries,year
10," ""51025""","Brunswick, VA",210433,16508,31371,23278,252558,1242,-1130,28147,505903,10751,30538,507145,70272,74935,179652,16607,1363,9621,43010,5786,4423,157802,2016
11," ""51027""","Buchanan, VA",395768,31909,59295,43920,300376,-297,-366,53869,690173,20298,31035,689876,-41523,93094,296406,22229,1263,19932,81255,8224,6961,294581,2016
12," ""51029""","Buckingham, VA",200915,15343,32434,20210,258573,-841,-2267,25448,470295,20497,27544,469454,83106,70375,140506,17044,1496,18230,42539,5150,3654,140146,2016
13," ""51033""","Caroline, VA",346682,25444,54974,36932,756989,-3505,-5914,43910,1204561,31956,39914,1201056,454217,208175,235892,30091,2878,26042,73440,9191,6313,247200,2016
14," ""51036""","Charles City, VA",110786,8278,13727,11362,171652,2615,1069,13959,300244,10971,43105,302859,74825,60849,70358,7026,728,12040,19408,2580,1852,79338,2016
15," ""51037""","Charlotte, VA",168330,13591,24974,16624,204596,-3015,-5274,21903,404051,24831,33108,401036,58169,66700,129740,12113,1774,19557,33286,5081,3307,115487,2016
16," ""51041""","Chesterfield, VA",8990786,558580,1060217,972532,11695065,217,-943,1044846,17120682,727435,50552,17120899,3749125,3016510,2409324,338677,41079,726492,1546483,185375,144296,6717811,2016
17," ""51043""","Clarke, VA",272966,18612,28513,26678,542949,2450,-2552,31951,884762,48506,62004,887212,301934,234707,109556,14309,2754,45954,41852,6975,4221,185160,2016
18," ""51045""","Craig, VA",41194,4005,6384,3926,97188,-1583,-2235,5968,180419,6985,34807,178836,61962,32756,48892,5138,647,4750,8347,1417,770,28097,2016
19," ""51047""","Culpeper, VA",1031761,66816,125588,102924,1445045,-1806,-8835,118278,2202220,155961,43714,2200414,531562,386559,368810,50337,6548,147126,177050,23169,16621,707585,2016
20," ""51049""","Cumberland, VA",85149,7134,11849,7406,198442,6559,5213,10837,332759,13695,34830,339318,124130,49302,91574,9742,1020,18908,15552,2554,1534,50689,2016
21," ""51051""","Dickenson, VA",189696,16661,29562,20260,189499,-789,-867,26791,438928,12324,29172,438139,26594,54280,194360,15019,730,11457,39692,4393,3663,138547,2016
22," ""51057""","Essex, VA",187092,14205,25113,20644,224222,-7628,-8697,24527,433564,20114,38466,425936,61657,88870,112844,11073,1350,11417,35435,5483,4133,140240,2016
23," ""51061""","Fauquier, VA",1708638,107641,183436,164534,2932592,-4031,-18927,189908,4501488,298892,65341,4497457,1413862,1100291,464574,68831,12061,279965,265703,36207,24146,1162970,2016
24," ""51063""","Floyd, VA",160796,13945,21668,15682,311293,-3073,-7435,21786,558949,33290,35440,555876,172283,102387,142196,15685,2652,25855,29509,6088,3436,105432,2016
25," ""51065""","Fluvanna, VA",274664,22002,39669,26114,668971,-3013,-3715,35059,1090275,43489,41456,1087262,429366,219019,199272,26227,3000,39774,52726,7556,4556,182164,2016
26," ""51067""","Franklin, VA",789204,61453,98400,81590,1167308,-310,-6187,102248,2157813,115079,38412,2157503,480352,460612,529583,56167,6756,108892,139195,22654,15898,541117,2016
27," ""51071""","Giles, VA",279162,21091,40487,29894,348679,-1673,-2292,36038,620569,23870,36719,618896,105555,93809,176408,16855,1649,21578,55434,6735,5086,202150,2016
28," ""51073""","Gloucester, VA",495462,36892,69382,49712,1087695,689,-84,61748,1736045,56683,46786,1736734,653981,325066,323973,37121,3871,56599,94238,14001,10130,344625,2016
29," ""51075""","Goochland, VA",1759634,107007,152518,176390,1152675,-5101,-7120,195202,2056367,81277,90504,2051266,-411757,698621,199970,22665,4424,74157,240713,20699,16275,1444764,2016
30," ""51077""","Grayson, VA",131517,13747,24108,13762,226375,-11186,-13232,20628,474507,22073,29195,463321,115486,74470,162476,15870,2096,8841,30989,5020,2924,91687,2016
31," ""51079""","Greene, VA",241394,17639,25785,21122,524859,-153,-1315,28200,803913,62339,41618,803760,311665,137071,141830,19313,2286,61024,36346,6289,4003,144024,2016
32," ""51083""","Halifax, VA",654071,47637,98714,71416,594073,-3593,-7860,83345,1174624,50183,33455,1171031,23347,192442,384516,35003,3385,42323,134422,16393,13008,477326,2016
33," ""51085""","Hanover, VA",3293419,205060,340006,342170,4112610,5190,-3567,376145,5958627,418842,57155,5963817,1195336,1093238,757969,104345,14959,415275,511091,69455,54496,2367053,2016
34," ""51087""","Henrico, VA",16803782,989321,1456538,1560502,14006701,1067,-285,1769572,19860830,3551355,60893,19861897,-1027509,3551914,2303282,326178,43855,3551070,2236789,246887,203032,11015923,2016
35," ""51091""","Highland, VA",30005,2341,4495,2532,30942,3857,3053,3607,84834,3042,40077,88691,4544,34379,23370,2213,702,6095,5761,1295,593,18149,2016
36," ""51093""","Isle of Wight, VA",702871,48667,83031,72166,1273663,-2387,-4438,84750,1903044,59016,52144,1900657,655542,306905,320089,36450,3992,54578,119114,15812,11820,529179,2016
37," ""51097""","King and Queen, VA",69845,6037,9077,6728,165461,-189,-1403,9401,279561,12850,39577,279372,105017,45645,68266,7059,754,11447,12441,1899,1145,45957,2016
38," ""51099""","King George, VA",1309128,71310,227041,150952,900858,-1564,-2115,146786,1328221,73171,51061,1326657,-261484,264790,161009,25982,2509,71056,302517,15256,12747,935555,2016
39," ""51101""","King William, VA",255066,18167,29771,26554,478748,-2281,-3038,31444,726589,31807,44122,724308,255126,118640,126920,16416,1819,28769,43048,6017,4198,183249,2016
40," ""51103""","Lancaster, VA",256639,19796,29919,25760,211959,-136,-612,32676,585924,35348,54360,585788,-12004,225484,148345,10776,1965,34736,42799,6888,4923,179104,2016
41," ""51105""","Lee, VA",244950,21707,43808,25536,299377,-3267,-4353,34475,665745,24122,27377,662478,88902,90713,272388,24198,2430,19769,56576,7351,4921,168605,2016
42," ""51107""","Loudoun, VA",14413547,838396,1415654,1484628,22892461,2313,-12452,1580710,28701870,1443075,74411,28704183,10059624,4355512,1456210,385750,57298,1430623,2157968,229519,172221,10824956,2016
43," ""51109""","Louisa, VA",678470,45820,95518,69712,853905,-1275,-3031,80676,1407325,68935,39942,1406050,256111,253640,298505,35202,4161,65904,130374,13967,9806,482192,2016
44," ""51111""","Lunenburg, VA",136742,11230,21483,14268,184827,-120,-2522,18364,376025,11248,30462,375905,66449,71896,119182,12340,1131,8726,28617,4018,2887,99399,2016
45," ""51113""","Madison, VA",238102,16753,22477,18552,390011,-3448,-6875,26029,637521,89368,48414,634073,177938,135593,108469,13097,2305,82493,31753,5699,3394,123856,2016
46," ""51115""","Mathews, VA",92321,8711,10400,7178,227955,579,523,12300,457767,27540,52197,458346,147934,132443,97948,8781,1360,28063,13989,2987,1627,50269,2016
47," ""51117""","Mecklenburg, VA",572380,42876,80244,64198,503995,1606,-4479,74975,1047790,34163,34055,1049396,6590,200682,344719,30815,3055,29684,112343,15617,12562,430353,2016
48," ""51119""","Middlesex, VA",195077,15054,26849,17778,224333,737,-624,23943,496080,34016,46216,496817,53199,143872,128612,10750,1743,33392,35738,5327,3584,125947,2016
49," ""51125""","Nelson, VA",235745,18307,29532,21120,354773,1606,-1789,28867,697329,50372,47219,698935,147895,180813,163349,14802,2577,48583,40092,6795,4218,147070,2016
50," ""51127""","New Kent, VA",270968,19902,32090,25114,1015807,-1570,-1824,32459,1385574,56445,65858,1384004,777298,207805,160392,21015,3049,54621,44647,7584,4535,171700,2016
51," ""51131""","Northampton, VA",269334,17105,32998,26616,283260,35329,21252,30413,517875,28053,46089,553204,44339,121888,148056,12003,1845,49305,46306,6957,5112,173723,2016
52," ""51133""","Northumberland, VA",157615,14680,19836,16100,221117,990,-41,22730,585873,23678,48206,586863,86232,209492,156254,12174,1833,23637,27886,4534,2701,106092,2016
53," ""51135""","Nottoway, VA",316770,20959,61041,36124,227785,8253,5706,39021,491074,6849,32210,499327,-49964,95236,176306,15502,1350,12555,79103,7535,6185,225112,2016
54," ""51137""","Orange, VA",575852,40818,73367,56394,985500,16644,4474,69015,1633172,82103,46646,1649816,478663,344486,319830,35369,4314,86577,101564,14743,10429,387711,2016
55," ""51139""","Page, VA",319636,23997,41509,32894,470339,24430,21180,40444,824244,40161,35911,848674,191147,151637,226698,23633,2688,61341,57956,8841,6153,200339,2016
56," ""51141""","Patrick, VA",235608,19376,34178,24770,274428,1541,-552,31761,550578,28235,30966,552119,70581,87470,190221,17830,2109,27683,46563,7499,5390,161362,2016
57," ""51145""","Powhatan, VA",465272,32294,59873,44488,1023896,-228,-1120,54538,1506972,69670,52937,1506744,613162,275507,207341,28463,3891,68550,82117,11733,7842,314605,2016
58," ""51147""","Prince Edward, VA",485804,31488,73866,51638,353486,1634,492,57307,663485,38673,28857,665119,-75011,116511,195122,23049,2065,39165,99685,11970,9905,346954,2016
59," ""51155""","Pulaski, VA",724165,50541,103607,80416,700893,306,-1371,90749,1261785,49806,36830,1262091,67477,196111,365087,34268,2950,48435,143815,16972,14022,531915,2016
60," ""51157""","Rappahannock, VA",142922,10630,13265,10510,232390,-3353,-5491,15885,436645,40525,58680,433292,105353,136642,64260,7384,1951,35034,18520,3752,1801,89368,2016
61," ""51159""","Richmond, VA",165503,11112,27331,17296,160592,1508,-1164,19760,303405,10880,34827,304913,14849,68376,75945,8755,969,9716,35979,4130,3161,119808,2016
62," ""51167""","Russell, VA",412231,33481,55727,46954,408946,-2288,-4483,56958,841184,27448,30591,838896,53673,118653,311297,27423,2495,22965,79204,10196,7701,310062,2016
63," ""51169""","Scott, VA",231073,21709,35196,25178,329237,-3953,-4725,34298,684835,21543,30851,680882,132462,104062,247583,22070,2559,16818,47785,7657,5098,166470,2016
64," ""51171""","Shenandoah, VA",801126,55823,99159,78818,1055138,13623,9386,95232,1757904,106227,41235,1771527,349244,338059,378330,42962,5631,115613,138568,20710,15079,546945,2016
65," ""51173""","Smyth, VA",668506,47014,102305,71558,580342,557,-1553,82793,1075135,52045,34540,1075692,-5371,153544,341806,31143,3019,50492,138084,16441,13422,479930,2016
66," ""51179""","Stafford, VA",3185204,189046,452651,340874,5355657,-3771,-4298,359483,7461237,229978,51917,7457466,2529936,1233626,868183,143641,14772,225680,623088,61061,46289,2336436,2016
67," ""51181""","Surry, VA",245030,14343,48858,25868,159575,-1716,-2658,27277,261565,4620,39611,259849,-58178,36229,64045,6560,695,1962,61792,3198,2503,181276,2016
68," ""51183""","Sussex, VA",200095,13517,33485,21950,171050,-325,-1968,24492,320773,7633,28048,320448,-4553,47683,101715,11425,836,5665,44460,4838,4002,149970,2016
69," ""51185""","Tazewell, VA",736821,56360,112230,79918,681376,1142,-74,96319,1405623,50104,33315,1406765,40874,233787,491602,42226,3611,50030,152189,19396,15785,534602,2016
70," ""51187""","Warren, VA",704542,46824,90361,76484,1148346,-2173,-3103,85066,1711849,71329,43618,1709676,528870,268341,292989,39197,4442,68226,128603,17429,12987,507713,2016
71," ""51193""","Westmoreland, VA",190258,15369,25722,18206,356338,17061,11041,24472,703464,23600,40835,720525,190552,184592,179595,17645,2203,34641,34825,6090,3887,120792,2016
72," ""51197""","Wythe, VA",586938,41258,87055,63184,495955,-501,-3705,72850,940373,44402,32524,939872,-18133,145158,298759,28898,3298,40697,118647,15726,12428,427594,2016
73," ""51510""","Alexandria (Independent City), VA",10309655,580197,1167248,1140802,9090789,0,0,1150598,12825150,912487,81887,12825150,-68268,2935212,799149,156621,25705,912487,1737649,127045,101340,7659519,2016
74," ""51550""","Chesapeake (Independent City), VA",5973251,368266,733064,673456,7678167,4162,-1484,704994,11377244,324839,47890,11381406,2409910,1972938,1730301,237656,23684,323355,1069792,130010,106326,4580104,2016
75," ""51650""","Hampton (Independent City), VA",4265648,241639,713526,516126,3197284,0,0,499702,5407022,120158,39897,5407022,-568662,983244,1226494,135525,11984,120158,971589,76158,64174,3173901,2016
76," ""51700""","Newport News (Independent City), VA",7483867,421550,1104050,856912,4454730,0,0,850006,7094057,285826,39308,7094057,-2179131,1190235,1449092,180472,16159,285826,1532506,122232,106073,5665535,2016
77," ""51710""","Norfolk (Independent City), VA",14765230,746629,2539191,1851664,5227277,0,0,1672461,9291230,266906,37763,9291230,-7865492,2188663,1875290,246042,21457,266906,3465023,219880,198423,11033301,2016
78," ""51740""","Portsmouth (Independent City), VA",3945920,211584,775205,480778,2026236,0,0,451973,3503984,56964,36773,3503984,-1467711,573797,903951,95287,7547,56964,1015594,60852,53305,2873362,2016
79," ""51760""","Richmond (Independent City), VA",13361681,762268,1659215,1362882,6674446,0,0,1443709,11335985,1259089,50233,11335985,-5243526,2821486,1840053,225669,28126,1259089,2340656,193558,165432,9761936,2016
80," ""51770""","Roanoke (Independent City), VA",4546407,276290,547382,526530,2168976,0,0,539555,3947144,277382,39716,3947144,-1837876,771903,1006265,99383,9197,277382,810647,81833,72636,3458378,2016
81," ""51800""","Suffolk (Independent City), VA",2084421,130529,268820,228308,2820725,12081,-306,244683,4387508,162452,49234,4399589,980987,815869,762995,89360,9323,162146,382974,41291,31968,1539301,2016
82," ""51810""","Virginia Beach (Independent City), VA",13300405,765949,1748165,1466546,15444863,-5381,-7283,1499222,24299094,1362716,53805,24293713,3643680,5537995,3310855,451510,54935,1355433,2481438,266272,211337,9463534,2016
83," ""51901""","Albemarle + Charlottesville, VA*",7529609,433158,993360,751614,5507074,-5609,-18085,808965,10098274,836157,65691,10092665,-1213570,3589005,996586,153638,26991,818072,1369167,128766,101775,5342370,2016
84," ""51903""","Alleghany + Covington, VA*",477152,34635,64037,55830,393876,-1089,-1526,62550,770397,19484,36503,769308,-20726,123913,251519,21075,1524,17958,91952,9933,8409,367242,2016
85," ""51907""","Augusta, Staunton + Waynesboro, VA*",2895380,191203,379907,300584,2928024,26362,16802,341495,4913582,281155,40876,4939944,374139,939864,1072056,120852,14075,297957,530199,65224,51149,2067224,2016
86," ""51911""","Campbell + Lynchburg, VA*",4166055,264636,505339,472846,2553923,-2719,-5312,501059,4713233,169584,34825,4710514,-1111073,804705,1351886,135262,12609,164272,741762,87201,74592,3260021,2016
87," ""51913""","Carroll + Galax, VA*",600827,45296,83818,64150,608212,2867,161,77371,1191891,60273,32820,1194758,84756,177113,409433,36403,3825,60434,115893,17214,13389,424500,2016
88," ""51918""","Dinwiddie, Colonial Heights + Petersburg, VA*",1731411,115118,238843,194254,1543056,-2863,-4305,212245,2873580,79617,37168,2870717,23890,453347,874314,77237,6405,75312,335970,41064,34659,1320129,2016
89," ""51919""","Fairfax, Fairfax City + Falls Church, VA*",74346374,4432450,6744312,7834244,63333122,4527,2001,8349572,90940532,5711856,76947,90945059,-2663680,21576801,6035136,1181911,188947,5713857,10661434,893525,704578,57971083,2016
90," ""51921""","Frederick + Winchester, VA*",3686448,225348,446748,389420,3550864,-5989,-11176,420058,5326627,379908,47290,5320638,284474,961335,808439,112511,13812,368732,641458,72849,59037,2676258,2016
91," ""51923""","Greensville + Emporia, VA*",387139,25192,62331,43788,264407,576,-609,47086,497681,4446,29306,498257,-75646,67140,166710,17002,1196,3837,84225,9430,8234,299077,2016
92," ""51929""","Henry + Martinsville, VA*",1249580,93075,167956,135542,1145423,6614,5696,160846,2310357,100972,35822,2316971,56689,377399,794149,64681,5207,106668,235727,31856,26649,907185,2016
93," ""51931""","James City + Williamsburg, VA*",2519707,164238,312974,261508,3135233,-4622,-5376,294992,5567778,269468,62529,5563156,910518,1603027,824896,88969,11541,264092,443728,56826,45285,1811887,2016
94," ""51933""","Montgomery + Radford, VA*",3130407,181581,519361,326562,2404581,1893,-1768,344862,3928220,201173,33991,3930113,-380964,867332,658200,115623,10561,199405,682642,63956,53395,2248360,2016
95," ""51939""","Pittsylvania + Danville, VA*",2008496,144654,274016,224080,1854292,11463,1945,256694,3539003,114053,34329,3550466,102490,522758,1173416,103426,9808,115998,386056,51625,41817,1506442,2016
96," ""51941""","Prince George + Hopewell, VA*",2370568,122852,446718,294402,1241974,-2703,-3202,270053,2123490,46198,35002,2120787,-858541,378190,500623,60591,4046,42996,593919,35686,31640,1733653,2016
97," ""51942""","Prince William, Manassas + Manassas Park, VA*",12054958,699241,1434743,1275308,19814770,-4273,-7485,1336895,26524117,1428986,51548,26519844,9096707,4128470,2576604,514470,65172,1421501,2072397,236044,170872,8561060,2016
98," ""51944""","Roanoke + Salem, VA*",3904368,247973,489309,410206,3671874,-950,-1882,453076,5805902,395505,48868,5804952,220582,1075551,1057527,118788,12976,393623,694412,75898,62922,2816333,2016
99," ""51945""","Rockbridge, Buena Vista + Lexington, VA*",748350,51603,102630,81754,691871,-2439,-4924,92480,1352319,85818,37379,1349880,36001,339827,318182,36113,4662,80894,143507,19147,14485,523949,2016
100," ""51947""","Rockingham + Harrisonburg, VA*",3891020,228657,489703,390428,3101507,144208,121030,423871,4704687,376545,36434,4848895,-365642,894868,852520,133086,16227,497575,684917,84320,68093,2708528,2016
101," ""51949""","Southampton + Franklin, VA*",404754,29692,67394,43062,529110,-9470,-14465,51223,1013027,29818,38158,1003557,175579,199880,274567,26300,2439,15353,88925,11287,8848,300476,2016
102," ""51951""","Spotsylvania + Fredericksburg, VA*",3583253,223431,417683,373902,5127829,18,-1726,410382,7643733,376980,47812,7643751,1954958,1404724,1111198,159870,18032,375254,604634,80991,62959,2603365,2016
103," ""51953""","Washington + Bristol, VA*",1549048,115410,230953,177978,1251899,-2049,-6016,204399,2559097,32889,35854,2557048,-92750,566499,738650,71318,8492,26873,319942,40485,31993,1202233,2016
